"seqnames"	"start"	"end"	"width"	"strand"	"width.1"	"strand.1"	"Conc"	"Conc_dex"	"Conc_control"	"Fold"	"p.value"	"FDR"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"	"ENSEMBL"	"SYMBOL"	"GENENAME"
"chr1"	207868873	207869372	500	"*"	501	"*"	5.02	5.61	4	1.61	0.000638	0.0184	"Promoter (<=1kb)"	1	207801518	207869150	67633	2	"100128537"	"uc021pik.4"	0	NA	"MIR29B2CHG"	"MIR29B2 and MIR29C host gene"
"chr5"	141974118	141974617	500	"*"	501	"*"	4.32	5.04	2.78	2.26	0.000639	0.0184	"Intron (uc063idj.1/9604, intron 2 of 3)"	5	141958328	141978830	20503	1	"9604"	"uc063idj.1"	15790	"ENSG00000013561"	"RNF14"	"ring finger protein 14"
"chr11"	115622911	115623410	500	"*"	501	"*"	4.15	2.59	4.88	-2.29	0.00064	0.0184	"Distal Intergenic"	11	115229220	115504957	275738	2	"23705"	"uc058hpi.1"	-117954	"ENSG00000182985"	"CADM1"	"cell adhesion molecule 1"
"chr2"	69200023	69200522	500	"*"	501	"*"	3.49	4.37	0.84	3.52	0.000641	0.0185	"Intron (uc002sfg.4/84168, intron 17 of 17)"	2	69013178	69249327	236150	1	"84168"	"uc002sfg.4"	186845	"ENSG00000169604"	"ANTXR1"	"anthrax toxin receptor 1"
"chr6"	89145880	89146379	500	"*"	501	"*"	5.6	6.1	4.83	1.27	0.000643	0.0185	"Promoter (<=1kb)"	6	89146050	89165565	19516	1	"135293"	"uc003pmz.6"	0	"ENSG00000146281"	"PM20D2"	"peptidase M20 domain containing 2"
"chr6"	35662990	35663489	500	"*"	501	"*"	3.59	4.44	1.2	3.24	0.000646	0.0185	"Intron (uc011dte.1/2289, intron 1 of 10)"	6	35573585	35688915	115331	2	"2289"	"uc011dte.1"	25426	"ENSG00000096060"	"FKBP5"	"FK506 binding protein 5"
"chr10"	102642841	102643340	500	"*"	501	"*"	7.15	6.74	7.48	-0.74	0.000657	0.0188	"Promoter (1-2kb)"	10	102644496	102658407	13912	1	"81603"	"uc001kvz.3"	-1156	"ENSG00000171206"	"TRIM8"	"tripartite motif containing 8"
"chr17"	64601634	64602133	500	"*"	501	"*"	4.13	2.57	4.86	-2.3	0.000658	0.0189	"Intron (uc060ixq.1/64750, intron 1 of 18)"	17	64542295	64661897	119603	2	"64750"	"uc060ixq.1"	59764	"ENSG00000108854"	"SMURF2"	"SMAD specific E3 ubiquitin protein ligase 2"
"chr1"	116382657	116383156	500	"*"	501	"*"	3.31	4.25	-0.16	4.4	0.000659	0.0189	"Intron (uc057jrt.1/476, intron 1 of 4)"	1	116372668	116388155	15488	1	"476"	"uc057jrt.1"	9989	"ENSG00000163399"	"ATP1A1"	"ATPase Na+/K+ transporting subunit alpha 1"
"chr6"	11429024	11429523	500	"*"	501	"*"	4.5	5.17	3.2	1.97	0.000664	0.019	"Intron (uc003mzy.4/uc003mzy.4, intron 1 of 2)"	6	11352157	11382348	30192	2	"4739"	"uc063lwj.1"	-46676	"ENSG00000111859"	"NEDD9"	"neural precursor cell expressed, developmentally down-regulated 9"
"chr22"	20141674	20142173	500	"*"	501	"*"	4.02	4.78	2.29	2.49	0.000666	0.019	"Intron (uc002zrq.4/29801, intron 9 of 10)"	22	20131807	20148007	16201	1	"29801"	"uc002zrq.4"	9867	"ENSG00000099904"	"ZDHHC8"	"zinc finger DHHC-type containing 8"
"chr15"	99558455	99558954	500	"*"	501	"*"	3.47	4.36	0.76	3.6	0.000667	0.019	"Distal Intergenic"	15	99565417	99645761	80345	1	"4205"	"uc059nul.1"	-6463	"ENSG00000068305"	"MEF2A"	"myocyte enhancer factor 2A"
"chr6"	19841263	19841762	500	"*"	501	"*"	4.86	3.73	5.48	-1.76	0.000671	0.0191	"Distal Intergenic"	6	19837441	19839430	1990	1	"3400"	"uc063mci.1"	3822	"ENSG00000172201"	"ID4"	"inhibitor of DNA binding 4, HLH protein"
"chr19"	43656890	43657389	500	"*"	501	"*"	3.19	-0.37	4.13	-4.5	0.000673	0.0191	"Intron (uc002oxd.3/5329, intron 3 of 6)"	19	43646095	43670166	24072	2	"5329"	"uc002oxd.3"	12777	"ENSG00000011422"	"PLAUR"	"plasminogen activator, urokinase receptor"
"chr20"	41004222	41004721	500	"*"	501	"*"	3.81	4.62	1.76	2.86	0.000674	0.0191	"Distal Intergenic"	20	41028818	41124487	95670	1	"7150"	"uc002xjl.4"	-24097	"ENSG00000198900"	"TOP1"	"DNA topoisomerase I"
"chr7"	100483526	100484025	500	"*"	501	"*"	5.7	6.21	4.91	1.31	0.000677	0.0192	"Promoter (<=1kb)"	7	100483927	100494799	10873	1	"222950"	"uc003uvd.3"	0	"ENSG00000166924"	"NYAP1"	"neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1"
"chr11"	35165654	35166153	500	"*"	501	"*"	4.61	3.35	5.27	-1.92	0.000678	0.0192	"Intron (uc001mvx.3/960, intron 1 of 8)"	11	35138870	35232402	93533	1	"960"	"uc001mvx.3"	26784	"ENSG00000026508"	"CD44"	"CD44 molecule (Indian blood group)"
"chr5"	163462993	163463492	500	"*"	501	"*"	3.3	4.23	-0.16	4.39	0.000683	0.0194	"Promoter (2-3kb)"	5	163460203	163471463	11261	1	"3161"	"uc063jit.1"	2790	"ENSG00000072571"	"HMMR"	"hyaluronan mediated motility receptor"
"chr5"	76736809	76737308	500	"*"	501	"*"	4.12	4.86	2.51	2.35	0.000688	0.0194	"Distal Intergenic"	5	76716199	76716788	590	1	"2149"	"uc063esc.1"	20610	"ENSG00000181104"	"F2R"	"coagulation factor II thrombin receptor"
"chr17"	80071060	80071559	500	"*"	501	"*"	4.15	4.91	2.45	2.45	0.000688	0.0194	"Intron (uc021uem.2/55036, intron 10 of 17)"	17	80036632	80090819	54188	1	"55036"	"uc021uem.2"	34428	"ENSG00000141519"	"CCDC40"	"coiled-coil domain containing 40"
"chr1"	198118118	198118617	500	"*"	501	"*"	4.49	3.13	5.17	-2.04	0.000689	0.0195	"Distal Intergenic"	1	198156963	198322420	165458	1	"140609"	"uc001gun.5"	-38346	"ENSG00000151414"	"NEK7"	"NIMA related kinase 7"
"chr17"	49146795	49147294	500	"*"	501	"*"	4.38	3	5.07	-2.07	0.000692	0.0195	"Intron (uc010wlt.1/124872, intron 3 of 10)"	17	49132460	49169989	37530	1	"124872"	"uc010wlt.1"	14335	"ENSG00000167080"	"B4GALNT2"	"beta-1,4-N-acetyl-galactosaminyltransferase 2"
"chr5"	31122931	31123430	500	"*"	501	"*"	4.6	3.37	5.25	-1.89	0.000696	0.0196	"Intron (uc063cqu.1/uc063cqu.1, intron 1 of 4)"	5	31193750	31318346	124597	1	"1004"	"uc063cqv.1"	-70320	"ENSG00000113361"	"CDH6"	"cadherin 6"
"chr1"	99858866	99859365	500	"*"	501	"*"	3.49	4.37	0.92	3.44	0.000698	0.0196	"Intron (uc001dsi.2/178, intron 2 of 33)"	1	99850084	99924020	73937	1	"178"	"uc001dsi.2"	8782	"ENSG00000162688"	"AGL"	"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase"
"chr10"	124728368	124728867	500	"*"	501	"*"	3.29	4.23	-0.16	4.38	0.000701	0.0197	"Intron (uc001lhu.2/9679, intron 6 of 9)"	10	124617080	124791727	174648	2	"9679"	"uc001lhu.2"	62860	"ENSG00000189319"	"FAM53B"	"family with sequence similarity 53 member B"
"chr17"	64614919	64615418	500	"*"	501	"*"	4.53	3.21	5.2	-1.99	0.000701	0.0197	"Intron (uc060ixq.1/64750, intron 1 of 18)"	17	64542295	64661897	119603	2	"64750"	"uc060ixq.1"	46479	"ENSG00000108854"	"SMURF2"	"SMAD specific E3 ubiquitin protein ligase 2"
"chr15"	34239210	34239709	500	"*"	501	"*"	3.83	1.88	4.63	-2.74	0.000701	0.0197	"Intron (uc001zhv.4/9990, intron 18 of 24)"	15	34229996	34318779	88784	2	"9990"	"uc001zhv.4"	79070	"ENSG00000140199"	"SLC12A6"	"solute carrier family 12 member 6"
"chr10"	102776815	102777314	500	"*"	501	"*"	5.65	6.15	4.88	1.27	0.000704	0.0197	"Intron (uc001kwf.5/54838, intron 1 of 3)"	10	102743970	102816240	72271	1	"54838"	"uc001kwf.5"	32845	"ENSG00000166272"	"WBP1L"	"WW domain binding protein 1 like"
"chrX"	154046293	154046792	500	"*"	501	"*"	3.37	4.28	0.37	3.91	0.000704	0.0197	"Intron (uc004fjv.3/4204, intron 2 of 3)"	23	154021573	154097755	76183	2	"4204"	"uc004fjv.3"	50963	"ENSG00000169057"	"MECP2"	"methyl-CpG binding protein 2"
"chr10"	47062677	47063176	500	"*"	501	"*"	4.47	3.19	5.14	-1.95	0.000704	0.0197	"Distal Intergenic"	10	46940582	47002488	61907	1	"26095"	"uc057tbl.1"	122095	"ENSG00000204179"	"PTPN20"	"protein tyrosine phosphatase, non-receptor type 20"
"chr9"	13942653	13943152	500	"*"	501	"*"	4.44	3.12	5.12	-2	0.000715	0.02	"Intron (uc022bdn.2/100113404, intron 1 of 2)"	9	13927971	13945610	17640	1	"100113404"	"uc022bdn.2"	14682	"ENSG00000205636"	"LINC00583"	"long intergenic non-protein coding RNA 583"
"chr3"	188947858	188948357	500	"*"	501	"*"	4.35	5.05	2.92	2.13	0.000717	0.02	"Promoter (<=1kb)"	3	188947214	189321061	373848	1	"285386"	"uc003frv.3"	644	"ENSG00000188001"	"TPRG1"	"tumor protein p63 regulated 1"
"chr16"	22206079	22206578	500	"*"	501	"*"	6.61	6.99	6.08	0.91	0.000719	0.02	"Promoter (<=1kb)"	16	22206282	22288732	82451	1	"29904"	"uc002dki.4"	0	"ENSG00000103319"	"EEF2K"	"eukaryotic elongation factor 2 kinase"
"chr11"	122165598	122166097	500	"*"	501	"*"	4.08	2.32	4.85	-2.53	0.000719	0.02	"Intron (uc058int.1/399959, intron 2 of 2)"	11	122155422	122203062	47641	2	"399959"	"uc058int.1"	36965	"ENSG00000255248"	"MIR100HG"	"mir-100-let-7a-2-mir-125b-1 cluster host gene"
"chr19"	13795462	13795961	500	"*"	501	"*"	6.15	5.52	6.59	-1.07	0.00072	0.02	"Promoter (<=1kb)"	19	13795460	13832230	36771	1	"65249"	"uc002mxh.1"	2	"ENSG00000132003"	"ZSWIM4"	"zinc finger SWIM-type containing 4"
"chr1"	162568615	162569114	500	"*"	501	"*"	4.35	3	5.04	-2.04	0.000721	0.02	"Intron (uc057mus.1/6675, intron 2 of 10)"	1	162561506	162599842	38337	1	"6675"	"uc057mus.1"	7109	"ENSG00000117143"	"UAP1"	"UDP-N-acetylglucosamine pyrophosphorylase 1"
"chr6"	133749477	133749976	500	"*"	501	"*"	3.29	4.22	-0.16	4.38	0.000723	0.02	"Intron (uc003qeg.3/100507308, intron 4 of 8)"	6	133502252	133888982	386731	2	"100507308"	"uc003qeg.3"	139006	"ENSG00000227954"	"TARID"	"TCF21 antisense RNA inducing promoter demethylation"
"chr16"	80992926	80993425	500	"*"	501	"*"	3.7	1.55	4.53	-2.98	0.000723	0.02	"Intron (uc002ffu.4/56942, intron 2 of 3)"	16	80966448	81007114	40667	2	"56942"	"uc002ffu.4"	13689	"ENSG00000103121"	"CMC2"	"C-X9-C motif containing 2"
"chr6"	132512792	132513291	500	"*"	501	"*"	6.93	7.27	6.47	0.8	0.000724	0.02	"Promoter (<=1kb)"	6	132445867	132513062	67196	2	"8417"	"uc003qdg.3"	0	"ENSG00000079950"	"STX7"	"syntaxin 7"
"chr1"	203528845	203529344	500	"*"	501	"*"	3.29	4.23	-0.16	4.38	0.000725	0.0201	"Distal Intergenic"	1	203495970	203499709	3740	1	"26254"	"uc057oow.1"	32875	"ENSG00000188770"	"OPTC"	"opticin"
"chr7"	101114450	101114949	500	"*"	501	"*"	3.43	0.92	4.3	-3.38	0.000725	0.0201	"Distal Intergenic"	7	101127089	101139266	12178	1	"5054"	"uc003uxt.4"	-12140	"ENSG00000106366"	"SERPINE1"	"serpin family E member 1"
"chr19"	8363947	8364446	500	"*"	501	"*"	7.89	8.17	7.54	0.63	0.000729	0.0201	"Promoter (<=1kb)"	19	8364151	8374373	10223	1	"51129"	"uc002mjq.3"	0	"ENSG00000167772"	"ANGPTL4"	"angiopoietin like 4"
"chr5"	141513254	141513753	500	"*"	501	"*"	6	5.34	6.45	-1.11	0.000731	0.0202	"Downstream (1-2kb)"	5	141508070	141511527	3458	1	"5098"	"uc063iay.1"	5184	"ENSG00000240184"	"PCDHGC3"	"protocadherin gamma subfamily C, 3"
"chr12"	114319244	114319743	500	"*"	501	"*"	4.34	2.85	5.06	-2.21	0.000732	0.0202	"Distal Intergenic"	12	114366097	114403898	37802	2	"6910"	"uc010syv.3"	84155	"ENSG00000089225"	"TBX5"	"T-box 5"
"chr5"	149135491	149135990	500	"*"	501	"*"	4.5	5.17	3.21	1.96	0.000733	0.0202	"Distal Intergenic"	5	149141483	149260542	119060	1	"22885"	"uc003lqd.2"	-5493	"ENSG00000173210"	"ABLIM3"	"actin binding LIM protein family member 3"
"chr5"	132480918	132481417	500	"*"	501	"*"	5.01	3.99	5.6	-1.61	0.000736	0.0203	"Downstream (<1kb)"	5	132483085	132489032	5948	2	"3659"	"uc063gux.1"	7615	"ENSG00000125347"	"IRF1"	"interferon regulatory factor 1"
"chr1"	108590834	108591333	500	"*"	501	"*"	4.39	3.04	5.07	-2.03	0.000739	0.0203	"Intron (uc010ouy.3/284611, intron 1 of 10)"	1	108560089	108639327	79239	1	"284611"	"uc010ouy.3"	30745	"ENSG00000162636"	"FAM102B"	"family with sequence similarity 102 member B"
"chr16"	53135357	53135856	500	"*"	501	"*"	4.08	4.83	2.43	2.4	0.00074	0.0203	"Intron (uc059uec.1/80205, intron 1 of 38)"	16	53055033	53327501	272469	1	"80205"	"uc059uec.1"	80324	"ENSG00000177200"	"CHD9"	"chromodomain helicase DNA binding protein 9"
"chr3"	24494712	24495211	500	"*"	501	"*"	6.55	6.94	6.02	0.92	0.000741	0.0203	"Promoter (<=1kb)"	3	24117160	24494822	377663	2	"7068"	"uc003ccx.5"	0	"ENSG00000151090"	"THRB"	"thyroid hormone receptor beta"
"chr3"	160563932	160564431	500	"*"	501	"*"	3.68	1.59	4.49	-2.91	0.000742	0.0203	"Promoter (1-2kb)"	3	160494995	160565588	70594	2	"3840"	"uc003fdn.3"	1157	"ENSG00000186432"	"KPNA4"	"karyopherin subunit alpha 4"
"chr12"	55836299	55836798	500	"*"	501	"*"	4.07	4.82	2.43	2.39	0.000742	0.0203	"3' UTR"	12	55835433	55842949	7517	2	"4327"	"uc058pca.1"	6151	"ENSG00000123342"	"MMP19"	"matrix metallopeptidase 19"
"chr19"	18204881	18205380	500	"*"	501	"*"	6.39	5.85	6.78	-0.93	0.000743	0.0203	"Promoter (<=1kb)"	19	18204730	18220480	15751	1	"102725254"	"uc060vpb.1"	151	"ENSG00000268650"	"LOC102725254"	"uncharacterized LOC102725254"
"chr7"	158727836	158728335	500	"*"	501	"*"	3.3	4.23	-0.16	4.39	0.000745	0.0203	"Downstream (2-3kb)"	7	158733613	158744217	10605	2	"57488"	"uc064jti.1"	15882	"ENSG00000117868"	"ESYT2"	"extended synaptotagmin 2"
"chr10"	30803914	30804413	500	"*"	501	"*"	5.23	5.79	4.32	1.46	0.00075	0.0205	"Distal Intergenic"	10	30723251	30723740	490	1	"105376480"	"uc057snt.1"	80663	"ENSG00000230720"	"LOC105376480"	"uncharacterized LOC105376480"
"chr1"	12477823	12478322	500	"*"	501	"*"	4.22	4.94	2.74	2.2	0.000753	0.0205	"Intron (uc031tou.2/55187, intron 67 of 69)"	1	12230067	12512047	281981	1	"55187"	"uc031tou.2"	247756	"ENSG00000048707"	"VPS13D"	"vacuolar protein sorting 13 homolog D"
"chr7"	82542605	82543104	500	"*"	501	"*"	3.65	1.41	4.49	-3.07	0.000755	0.0206	"Distal Intergenic"	7	81946444	82443798	497355	2	"781"	"uc003uhr.2"	-98807	"ENSG00000153956"	"CACNA2D1"	"calcium voltage-gated channel auxiliary subunit alpha2delta 1"
"chr5"	149134292	149134791	500	"*"	501	"*"	4.51	5.18	3.21	1.97	0.000762	0.0207	"Distal Intergenic"	5	149141483	149260542	119060	1	"22885"	"uc003lqd.2"	-6692	"ENSG00000173210"	"ABLIM3"	"actin binding LIM protein family member 3"
"chr9"	68506207	68506706	500	"*"	501	"*"	3.69	1.67	4.51	-2.84	0.000764	0.0207	"Intron (uc004agr.3/5239, intron 10 of 10)"	9	68356899	68531061	174163	1	"5239"	"uc004agr.3"	149308	"ENSG00000154330"	"PGM5"	"phosphoglucomutase 5"
"chr1"	218811373	218811872	500	"*"	501	"*"	3.28	4.21	-0.16	4.37	0.000764	0.0207	"Distal Intergenic"	1	219173844	219212865	39022	1	"127018"	"uc001hlq.5"	-361972	"ENSG00000143353"	"LYPLAL1"	"lysophospholipase like 1"
"chr3"	54901219	54901718	500	"*"	501	"*"	3.28	4.21	-0.16	4.37	0.000764	0.0207	"Promoter (<=1kb)"	3	54874605	54901255	26651	2	"100874237"	"uc003dhk.1"	0	"ENSG00000243715"	"CACNA2D3-AS1"	"CACNA2D3 antisense RNA 1"
"chr19"	44758205	44758704	500	"*"	501	"*"	4.67	3.5	5.31	-1.81	0.000766	0.0207	"Promoter (<=1kb)"	19	44758657	44758721	65	1	"102465879"	"uc032hzz.1"	0	"ENSG00000284258"	"MIR8085"	"microRNA 8085"
"chr5"	16935950	16936449	500	"*"	501	"*"	7.26	6.85	7.58	-0.73	0.000766	0.0207	"Promoter (<=1kb)"	5	16661914	16936276	274363	2	"4651"	"uc063cmr.1"	0	"ENSG00000145555"	"MYO10"	"myosin X"
"chr2"	225100749	225101248	500	"*"	501	"*"	5.05	4.07	5.63	-1.56	0.000769	0.0208	"Distal Intergenic"	2	224893548	225042445	148898	2	"55619"	"uc061tdx.1"	-58304	"ENSG00000135905"	"DOCK10"	"dedicator of cytokinesis 10"
"chr2"	157855570	157856069	500	"*"	501	"*"	4.79	3.73	5.4	-1.68	0.00077	0.0208	"Intron (uc002tzn.4/90, intron 1 of 10)"	2	157736444	157875111	138668	2	"90"	"uc002tzn.4"	19042	"ENSG00000115170"	"ACVR1"	"activin A receptor type 1"
"chr17"	35607170	35607669	500	"*"	501	"*"	3.28	4.21	-0.16	4.36	0.000779	0.021	"Intron (uc060eck.1/163, intron 4 of 4)"	17	35578046	35608315	30270	1	"163"	"uc060eck.1"	29124	"ENSG00000006125"	"AP2B1"	"adaptor related protein complex 2 beta 1 subunit"
"chr13"	41621947	41622446	500	"*"	501	"*"	4	4.79	2.14	2.65	0.000779	0.021	"Intron (uc001uyj.4/23078, intron 37 of 44)"	13	41566837	41961084	394248	2	"23078"	"uc001uyj.4"	338638	"ENSG00000102763"	"VWA8"	"von Willebrand factor A domain containing 8"
"chr12"	50934356	50934855	500	"*"	501	"*"	3.28	4.21	-0.16	4.36	0.00078	0.021	"Distal Intergenic"	12	50925041	50932438	7398	1	"25840"	"uc058nyv.1"	9315	"ENSG00000185432"	"METTL7A"	"methyltransferase like 7A"
"chr17"	64525700	64526199	500	"*"	501	"*"	3.81	1.89	4.6	-2.72	0.000781	0.021	"Promoter (<=1kb)"	17	64526075	64531928	5854	1	"90799"	"uc060ixf.1"	0	"ENSG00000258890"	"CEP95"	"centrosomal protein 95"
"chr8"	133190830	133191329	500	"*"	501	"*"	5.88	6.33	5.21	1.13	0.000782	0.021	"Promoter (<=1kb)"	8	133191039	133228360	37322	1	"8840"	"uc064qkp.1"	0	"ENSG00000104415"	"WISP1"	"WNT1 inducible signaling pathway protein 1"
"chr20"	23622893	23623392	500	"*"	501	"*"	4.71	5.39	3.37	2.02	0.000784	0.0211	"Distal Intergenic"	20	23626706	23637945	11240	2	"1471"	"uc002wtm.5"	14553	"ENSG00000101439"	"CST3"	"cystatin C"
"chr17"	21304122	21304621	500	"*"	501	"*"	3.9	2.04	4.69	-2.65	0.000787	0.0211	"3' UTR"	17	21284672	21315213	30542	1	"5606"	"uc060cse.1"	19450	"ENSG00000034152"	"MAP2K3"	"mitogen-activated protein kinase kinase 3"
"chr15"	76163375	76163874	500	"*"	501	"*"	3.99	4.75	2.29	2.47	0.000789	0.0211	"Intron (uc002bbq.4/123591, intron 5 of 10)"	15	76059837	76204963	145127	1	"123591"	"uc002bbq.4"	103538	"ENSG00000169758"	"TMEM266"	"transmembrane protein 266"
"chr1"	145859449	145859948	500	"*"	501	"*"	7.17	7.5	6.74	0.76	0.000796	0.0213	"Promoter (<=1kb)"	1	145854406	145859779	5374	2	"10401"	"uc010oyy.2"	0	"ENSG00000131788"	"PIAS3"	"protein inhibitor of activated STAT 3"
"chr2"	190923876	190924375	500	"*"	501	"*"	4.59	3.4	5.23	-1.83	0.000797	0.0213	"3' UTR"	2	190880827	190965552	84726	1	"2744"	"uc002usf.4"	43049	"ENSG00000115419"	"GLS"	"glutaminase"
"chr13"	101596623	101597122	500	"*"	501	"*"	3.27	4.2	-0.16	4.36	0.000797	0.0213	"Intron (uc010agb.5/9358, intron 5 of 9)"	13	101452593	101716443	263851	1	"9358"	"uc010agb.5"	144030	"ENSG00000198542"	"ITGBL1"	"integrin subunit beta like 1"
"chr19"	40740843	40741342	500	"*"	501	"*"	5.11	5.7	4.11	1.59	0.000807	0.0215	"3' UTR"	19	40740856	40749923	9068	2	"284325"	"uc002oou.1"	8581	"ENSG00000188493"	"C19orf54"	"chromosome 19 open reading frame 54"
"chr3"	149621032	149621531	500	"*"	501	"*"	3.99	2.32	4.74	-2.43	0.000807	0.0215	"Intron (uc003exh.4/25937, intron 3 of 7)"	3	149517235	149703273	186039	2	"25937"	"uc003exh.4"	81742	"ENSG00000018408"	"WWTR1"	"WW domain containing transcription regulator 1"
"chr7"	80896979	80897478	500	"*"	501	"*"	3.37	0.71	4.25	-3.55	0.000809	0.0215	"Intron (uc003uhj.3/10512, intron 2 of 17)"	7	80742538	80919351	176814	2	"10512"	"uc003uhj.3"	21873	"ENSG00000075223"	"SEMA3C"	"semaphorin 3C"
"chr9"	21520223	21520722	500	"*"	501	"*"	4.26	2.83	4.96	-2.13	0.00081	0.0216	"Intron (uc003zpe.3/554202, intron 1 of 3)"	9	21455642	21559669	104028	2	"554202"	"uc003zpe.3"	38947	NA	"MIR31HG"	"MIR31 host gene"
"chr19"	13861913	13862412	500	"*"	501	"*"	5.95	5.32	6.39	-1.07	0.000812	0.0216	"Promoter (<=1kb)"	19	13862063	13880755	18693	1	"342977"	"uc060ujy.1"	0	"ENSG00000187556"	"NANOS3"	"nanos C2HC-type zinc finger 3"
"chr1"	61050213	61050712	500	"*"	501	"*"	5.23	5.81	4.26	1.56	0.000813	0.0216	"Intron (uc057hbg.1/4774, intron 1 of 10)"	1	60865259	61455525	590267	1	"4774"	"uc057hbg.1"	184954	"ENSG00000162599"	"NFIA"	"nuclear factor I A"
"chr3"	23959330	23959829	500	"*"	501	"*"	4.44	5.13	3.1	2.03	0.000824	0.0218	"Exon (uc003ccs.2/9975, exon 4 of 8)"	3	23945260	23980618	35359	1	"9975"	"uc003ccs.2"	14070	"ENSG00000174738"	"NR1D2"	"nuclear receptor subfamily 1 group D member 2"
"chr12"	43306042	43306541	500	"*"	501	"*"	4.28	2.85	4.99	-2.14	0.000825	0.0218	"Distal Intergenic"	12	43422819	43439712	16894	2	"80070"	"uc058mvp.1"	133171	"ENSG00000173157"	"ADAMTS20"	"ADAM metallopeptidase with thrombospondin type 1 motif 20"
"chr22"	45518495	45518994	500	"*"	501	"*"	3.43	4.32	0.76	3.56	0.000827	0.0219	"Promoter (<=1kb)"	22	45518582	45531324	12743	1	"2192"	"uc062fdb.1"	0	"ENSG00000077942"	"FBLN1"	"fibulin 1"
"chr7"	131110973	131111472	500	"*"	501	"*"	3.89	2.04	4.68	-2.64	0.000828	0.0219	"Promoter (<=1kb)"	7	131110096	131487844	377749	1	"4289"	"uc064ibt.1"	877	"ENSG00000128585"	"MKLN1"	"muskelin 1"
"chr10"	74074633	74075132	500	"*"	501	"*"	4.51	5.17	3.24	1.93	0.000829	0.0219	"3' UTR"	10	73995193	74120160	124968	1	"7414"	"uc009xrr.4"	79440	"ENSG00000035403"	"VCL"	"vinculin"
"chr3"	30518199	30518698	500	"*"	501	"*"	3.8	4.62	1.71	2.91	0.000831	0.0219	"Distal Intergenic"	3	30606502	30694134	87633	1	"7048"	"uc003ceo.4"	-87804	"ENSG00000163513"	"TGFBR2"	"transforming growth factor beta receptor 2"
"chr22"	32745099	32745598	500	"*"	501	"*"	4.6	3.17	5.3	-2.13	0.000832	0.0219	"Intron (uc003amx.4/8224, intron 6 of 13)"	22	32512552	33058372	545821	2	"8224"	"uc003amx.4"	312774	"ENSG00000185666"	"SYN3"	"synapsin III"
"chr12"	27176733	27177232	500	"*"	501	"*"	4.74	3.66	5.35	-1.69	0.000834	0.0219	"Distal Intergenic"	12	27243968	27309197	65230	1	"23012"	"uc058met.1"	-66736	"ENSG00000211455"	"STK38L"	"serine/threonine kinase 38 like"
"chr14"	96214475	96214974	500	"*"	501	"*"	3.16	-0.37	4.1	-4.47	0.000835	0.022	"Exon (uc059ewe.1/uc059ewe.1, exon 2 of 2)"	14	96204844	96263929	59086	1	"623"	"uc059ewd.1"	9631	"ENSG00000100739"	"BDKRB1"	"bradykinin receptor B1"
"chr19"	45475063	45475562	500	"*"	501	"*"	3.15	-0.37	4.08	-4.45	0.00084	0.0221	"3' UTR"	19	45407334	45478828	71495	2	"2067"	"uc002pbu.3"	3266	"ENSG00000012061"	"ERCC1"	"ERCC excision repair 1, endonuclease non-catalytic subunit"
"chr1"	172928354	172928853	500	"*"	501	"*"	4.29	2.85	4.99	-2.14	0.000843	0.0221	"Intron (uc057niw.1/uc057niw.1, intron 1 of 4)"	1	173039960	173050963	11004	2	"8995"	"uc001giu.3"	122110	"ENSG00000120337"	"TNFSF18"	"TNF superfamily member 18"
"chr16"	53052638	53053137	500	"*"	501	"*"	4.37	5.08	2.92	2.16	0.000845	0.0221	"Promoter (1-2kb)"	16	53055033	53327501	272469	1	"80205"	"uc059uec.1"	-1896	"ENSG00000177200"	"CHD9"	"chromodomain helicase DNA binding protein 9"
"chr10"	79132822	79133321	500	"*"	501	"*"	3.57	1.32	4.42	-3.1	0.000845	0.0221	"Intron (uc001kaf.3/57178, intron 2 of 24)"	10	79069035	79316519	247485	1	"57178"	"uc001kaf.3"	63787	"ENSG00000108175"	"ZMIZ1"	"zinc finger MIZ-type containing 1"
"chr15"	98852236	98852735	500	"*"	501	"*"	4.85	5.46	3.78	1.67	0.000847	0.0222	"Intron (uc002bul.4/3480, intron 2 of 20)"	15	98648971	98964530	315560	1	"3480"	"uc002bul.4"	203265	"ENSG00000140443"	"IGF1R"	"insulin like growth factor 1 receptor"
"chr17"	64679748	64680247	500	"*"	501	"*"	5.99	5.33	6.44	-1.12	0.000853	0.0223	"Distal Intergenic"	17	64545365	64662068	116704	2	"64750"	"uc002jep.2"	-17680	"ENSG00000108854"	"SMURF2"	"SMAD specific E3 ubiquitin protein ligase 2"
"chr14"	54396803	54397302	500	"*"	501	"*"	4.46	3.19	5.12	-1.94	0.000857	0.0224	"Promoter (<=1kb)"	14	54396849	54417951	21103	1	"1033"	"uc059bqn.1"	0	"ENSG00000100526"	"CDKN3"	"cyclin dependent kinase inhibitor 3"
"chr3"	105538729	105539228	500	"*"	501	"*"	3.28	4.21	-0.16	4.36	0.000858	0.0224	"Intron (uc003dvx.4/214, intron 6 of 15)"	3	105366909	105576900	209992	1	"214"	"uc003dvx.4"	171820	"ENSG00000170017"	"ALCAM"	"activated leukocyte cell adhesion molecule"
